"Title","Year","DOI","Link","Abstract"
"The One Health approach in urban ecosystem rehabilitation: An evidence-based framework for designing sustainable cities","2024","10.1016/j.isci.2024.110959","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207343057&doi=10.1016%2fj.isci.2024.110959&partnerID=40&md5=2fc1af18f108ede14d0da05c7b606b4d","Rapid urbanization has led to negative, and sometimes unintended, consequences on biodiversity and human health. While cities offer numerous advantages in meeting the basic needs of a growing population, they also pose less apparent and longer-term health costs. To address the multifaceted impacts of urbanization, an evidence-based design framework for establishing mitigation and regeneration actions is essential. Via a “One Health” approach, this perspective provides recommendations and strategies for the urban ecosystem rehabilitation of future cities, placing biodiversity and ecosystem services at the core of designing healthy and sustainable urban spaces. The framework we propose is based on a Hub and Spoke model to integrate diverse perspectives from public and private sectors and declined in a six-building-blocks structure. This will ensure that efforts are sustainable, health-centered, socially inclusive, and grounded in high-quality data, reinforcing the essential connection between healthy environments and thriving communities. © 2024 The Author(s)"
"TRANSFORMING CZECH CITIES INTO GREEN CITIES: LEGAL FRAMEWORKS FOR URBAN BIODIVERSITY AND HEAT MANAGEMENT","2024","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218810475&partnerID=40&md5=c75a9ab0bcd1e4bca49418536601ebe0","The article delves into the impact of climate change on Czech cities and evaluates their preparedness for future challenges. It highlights the significant temperature rise since 1960 and the consequent emergence of heat islands in urban areas, underscoring the urgency for adopting the green cities concept. Through a detailed examination of policies and strategies for urban biodiversity and heat management the article assesses the potential legal instruments facilitating the transition towards sustainable urban development. It emphasises the critical role of municipalities and the private sector in implementing adaptive measures to combat climate change effects, presenting an analysis of the legal framework and practical initiatives in place. © 2024, Academy of Sciences of the Czech Republic, Institute of State and Law. All rights reserved."
"Implementation of the 3-30-300 Green City Concept: Warsaw Case Study","2024","10.3390/app142210566","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210228298&doi=10.3390%2fapp142210566&partnerID=40&md5=e2144c8f81f328ecdd3968ddfe5e6aee","In recent years, the “3-30-300” concept by Professor Cecil Konijnendijk has been gaining popularity, outlining what makes a city “green” and what we should strive for. This concept suggests that from every apartment, at least three trees should be visible, 30% of the city’s surface should be covered with greenery, and the nearest park or forest should be no more than 300 m away. However, the lack of detailed guidelines makes the implementation of this concept a significant challenge. The goal of the research presented here was to adapt this concept for Warsaw (Poland) and assess whether it can be considered a green city. We defined parameters such as the maximum distance for visible trees as 20 m and determined what counts toward the 30% green areas. The results showed that 57.82% of apartments in Warsaw have a view of at least three trees, while only 5.44% do not meet this criterion, and the rest meet it only partially. Parks and forests cover 19.95% of the city, while all green areas combined cover 42.01%. Additionally, 45% of buildings are located within 300 m of a park or forest. Ultimately, full compliance with the “3-30-300” concept applies to 22.19% of buildings, while only 12.66% meet the criteria when considering only parks and forests. This indicates that, while Warsaw is relatively green, not all of its areas fulfill these criteria. © 2024 by the authors."
"Sustainable cities and urban dynamics: The role of the café culture in transforming the public realm","2025","10.1016/j.asej.2025.103320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217905320&doi=10.1016%2fj.asej.2025.103320&partnerID=40&md5=e0acabc2b973525e00d777bb70759e22","This paper explores the intricate role of coffee shops in shaping public spaces within the urban fabric an enhanced to the urban social sustainability. The investigation focuses on four distinct models of cafés − from roadside kiosks to garden-embedded establishments − each offering unique contributions to the urban tapestry. These models are evaluated in Hail, Saudi Arabia, against key urban attributes like design, accessibility, and community engagement, highlighting their multifaceted impact on public life. By conducting an extensive examination utilizing ethnographic methodologies, case studies, and comparative assessments, we elucidate the transformation of coffee shops from simple refreshment spots to essential social centers that play a crucial role in enhancing urban liveliness, fostering social unity, and bolstering economic prosperity. The findings suggest that beyond serving as leisure spots, coffee shops are instrumental in fostering inclusive public realms, stimulating cultural exchange, and driving economic growth. The study underscores the need for strategic urban planning that leverages these spaces for broader social and developmental goals, offering insights into the potential for coffee shops to enhance the quality of urban life in Hail and beyond and contributing to the transformative agenda of Vision 2030. © 2025 The Author(s)"
"Green Cities, Healthier Children: The Effect of Expanding Urban Green Space on Body Weight for Primary School Starters","2025","10.1002/hec.4921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213397024&doi=10.1002%2fhec.4921&partnerID=40&md5=7d4ee0aa2849987bc1de3b11ba65501c","The discussion on tackling childhood obesity is often centered around fostering physical activity. A potential relationship yet overlooked could run from providing the proper environment for healthy lifestyles to reduced weight problems. A unique quasi-experimental setting of transforming former airport grounds to a large urban green space allows me to apply a difference-in-differences approach within an intention-to-treat framework, comparing several weight outcomes of residential children to children living further away before and after park opening. I use new administrative data on the Berlin district level from mandatory school entrance examinations and provide robust evidence of a lower probability by 4.3% points for treated children to be overweight (BMI > 90 P.), driven entirely by girls, mainly by children from foreign cultural backgrounds and children with less childcare exposure. My results are robust to corrective methods of inference, including synthetic controls, and may open a new perspective for obesity policy action and prevention. © 2024 The Author(s). Health Economics published by John Wiley & Sons Ltd."
"Evaluation Study on the Smart and Interactive Landscape Design of Haiyuntai Waterfront Park from the Perspective of a Sustainable City","2025","10.3390/land14020357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218901980&doi=10.3390%2fland14020357&partnerID=40&md5=184f9f5e021a33e46b850b5eddb6164f","With the rapid development of technological progress and smart city construction, the concept of sustainable cities is gradually being integrated into all aspects of urban construction. In this context, the public’s demand for high-quality and rich leisure experiences is increasing, and the design, management, and service standards of urban parks are also being upgraded. As an innovative product of the integration of ecological civilisation and information technology, smart interactive parks have become an important direction for promoting sustainable urban development, especially in the landscape design of waterside parks, which show unique significance. This study explores the application of the smart interactive concept in the landscape design of waterside parks from the perspective of sustainable cities, aiming to construct a set of evaluation frameworks to assess its effectiveness and value in urban development. Through in-depth analyses of the smart interaction concept and its application in landscape design, this study combines environmental psychology, landscape ecology, and GIS technology to propose innovative goals, strategies, and design methods for waterside smart interactive landscapes that can support the ecological and social needs of sustainable cities. Domestic and international case studies show that the successful application of smart interactive technologies in waterside parks not only improves environmental quality but also promotes economic development by enhancing the attractiveness of the parks, providing multiple values for sustainable cities. In the empirical research section, this paper takes Haeundae Waterside Park in South Korea as the object of investigation and constructs a design framework based on project selection and indicator quantification to further validate the effectiveness of the practical application of the smart interactive concept in waterside park landscape design. Based on the findings, this paper proposes a series of policy recommendations to promote the construction of smart interactive parks and sustainable urban development. These recommendations not only provide theoretical support for the future development of Haeundae Waterside Park but also provide a reference for the design and planning of public spaces in other cities around the world. By promoting the integration of smart interactive concepts with ecological sustainability, this study provides an innovative reference path for urban planners, landscape architects. and environmentalists to help realise the goal of a sustainable city with coordinated ecological, social, and economic development. © 2025 by the authors."
"Vacillant planning for creating green cities: The empirics of urban greenery in Kumasi, Ghana","2024","10.1016/j.cities.2024.105177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195276884&doi=10.1016%2fj.cities.2024.105177&partnerID=40&md5=ff1edb59a00c37ec0cafaa4f3d0cfa96","Greeneries contribute enormously to the health and physical wellbeing of individuals and sustainability of cities. This notwithstanding, greeneries in African cities have significantly declined over time. There have thus been several calls, notably, to plan for and create green cities by incorporating greeneries in homes and urban neighbourhoods. Achieving this requires local understanding, acceptance and positive attitudes of residents toward planning for and integrating greeneries in homes and the environment. There is however dearth of research in Ghana on the knowledge and willingness of households and city officials to plan for the creation of green cities as well associated barriers. This paper responds to this gap by employing the multi-case approach, comprising of two suburbs (a high- [Nhyiaeso] and low-income [Aboabo] neighbourhoods) in Kumasi, Ghana. A total of 380 households and various relevant city planning agencies were engaged in semi-structured interviews. The findings show considerable but variegate understanding of green cities, which is influenced by several factors such as study community, residency status, housing typology and educational attainment. Most households in both communities indicated their willingness to incorporate greeneries in homes and neighbourhoods. However, resource constraints, nonchalant attitude of some residents and poor maintenance practices, were reported as major barriers that impede the efforts to incorporate greens in homes and communities. Several recommendations are proffered. The study concludes that promoting and achieving the benefits of green cities can be shaped by the knowledge of it; hence, the need to consciously and continually educate households on their importance. © 2024 Elsevier Ltd"
"Growth and decline of a sustainable city: A multitemporal perspective on blue-black-green infrastructures at the pre-Columbian Lowland Maya city of Tikal","2025","10.1177/00420980231224648","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186572414&doi=10.1177%2f00420980231224648&partnerID=40&md5=d2568ed37b4c21284aa3b72f0be0a4a1","The New Urban Agenda’s call for long-term visions in urban planning fails to recognise that ‘long-term’ implies different longevities depending on context of assessment. Compared to other social sciences, archaeological approaches add rigour to envisioning urban sustainability over several centuries and millennia. The archaeology of the pre-Columbian Lowland Maya urban tradition is an interesting case because data have been used to support conflicting arguments about Maya urban sustainability. We suggest that these contradictions can be partly explained by: (1) sustainability being ambiguously defined, (2) subsets of the urban system being expected to indicate the behaviour of other subsets or of the entire system, and (3) processes being evaluated using different timescales. Drawing on 1500 years of urban history at Tikal, this paper examines how archaeological perspectives add depth of reflection and unfold critical assumptions of the meaning of ‘long-term’ and ‘sustainability’ concealed in self-explanatory notions. We outline the development and longevity of urban settlement at Tikal and analyse the blue-black-green (water, soil, vegetation) infrastructures that sustained urban metabolism and sponsored basic urban functions. Our analyses contribute new insights on the challenges associated with future sustainability transitions over varying temporal scales. The diversity of past and present urban systems and infrastructural initiatives cannot be fitted within a single narrative of urban sustainability, however, and much research is required to examine how blue-black-green infrastructures can support transformative change of aggregated human population zones struggling with potable water scarcity, soil degradation, and habitat and biodiversity loss. © Urban Studies Journal Limited 2024."
"Assessing and optimizing the potential for climate change mitigation and carbon sequestration in urban residential green spaces: energizing sustainable cities","2025","10.3389/fenvs.2025.1519297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217386370&doi=10.3389%2ffenvs.2025.1519297&partnerID=40&md5=5d28f1aec59828f492ae77ed6b7b2a32","Introduction: Urban green spaces play a crucial role in mitigating climate change by sequestering atmospheric carbon dioxide. This study aimed to evaluate the carbon sequestration potential of common plant species in urban residential areas and provide recommendations for optimizing green space design and management. Methods: The research was conducted in four residential areas of Nanjing, China, where key growth parameters of 20 plant species, including evergreen trees, deciduous trees, evergreen shrubs, and deciduous shrubs, were measured. The assimilation method was employed to calculate carbon sequestration per unit canopy area and for entire plants. Results: The results showed that the carbon sequestration capacities of different plant species and types exhibited significant differences, with p-values less than 0.05. In terms of daily carbon sequestration per unit canopy projection area, the ranking was as follows: evergreen trees > evergreen shrubs > deciduous trees > deciduous shrubs. For total plant carbon sequestration, the ranking was: evergreen trees > deciduous trees > evergreen shrubs > deciduous shrubs. Evergreen trees performed excellently in both carbon sequestration metrics, with the average daily carbon sequestration per unit canopy projection area and for the entire plant being 18.0024 g/(m2·d) and 462.28 g/d, respectively. The study also observed seasonal variations, with carbon sequestration rates being higher in autumn and summer compared to spring and winter. During the summer, the average daily carbon sequestration per unit canopy projection area and for the entire plant were 11.975 g/(m2·d) and 161.744 g/d, respectively, while in autumn, these values were 13.886 g/(m2·d) and 98.458 g/d. Seasonal variations were also observed, with autumn and summer exhibiting higher carbon sequestration rates compared to spring and winter. Additionally, CO2 concentrations were monitored across the four residential areas, providing insights into the spatial and temporal dynamics of carbon sequestration. Discussion: Based on the findings, optimization strategies were proposed, such as prioritizing the selection and integration of high-performing evergreen tree species in urban green space design and incorporating diverse plant types to enhance year-round carbon sequestration. This study contributes to the development of sustainable urban planning and landscape management practices, promoting the role of green spaces in mitigating climate change and enhancing urban resilience. Copyright © 2025 Liu, Zhang and Wang."
"The Synergy of Architectural Lighting with Sustainable City Development—A Case Study","2024","10.3390/buildings14082371","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202434912&doi=10.3390%2fbuildings14082371&partnerID=40&md5=3e1d6a98d5249a8e5430c78954187677","Designing the floodlighting of objects in the context of improving the night image of the city is a very complex task, requiring not only a time commitment but also precise analysis and innovative solutions. In particular, designers must consider the principles of aesthetics and adapt the lighting to the architectural style and details of the facilities while ensuring energy efficiency and minimising the impact on the natural environment. For single objects, the task is relatively simple. The problem arises when the task is to develop a lighting concept for a large ensemble. Computer applications strictly dedicated to lighting analysis cannot capture a 3D model rich in architectural detail. The article presents a case study that focuses on a comprehensive approach to designing the floodlighting of a complex of architectural objects. The steps for designing the floodlighting of objects are presented. Based on a computer simulation, a visual lighting concept and a detailed analysis of the luminance distribution and floodlighting efficiency were presented. The obtained average luminance levels are consistent with recommendations and standards, and the project is characterised by a high lighting efficiency of 56%. This approach enables an understanding of how light affects architectural structures and the surroundings, which is crucial to achieving harmony between the technical side of the project and its aesthetics. The project presented in the article is an inspiring example of how a comprehensive approach to illumination can contribute to creating an attractive night landscape of the city, taking into account the aspects of sustainable development. This is very important nowadays, when the floodlighting of architectural objects is often considered an element of the landscape that can be omitted. © 2024 by the author."
"Micro-Sharing Mobility for Sustainable Cities: Bike or Scooter Sharing?","2024","10.3390/futuretransp4040059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213427235&doi=10.3390%2ffuturetransp4040059&partnerID=40&md5=777091907d2759a68e0f31e9cc2d7581","Urban pollution awareness is a subject of widespread debate, particularly regarding the role of future urban transportation. In recent years, local policymakers and private operators have implemented various measures to address the negative impacts of transportation, including promoting micro-shared mobility services. Our research investigates the factors influencing citizens’ decisions to use these services, focusing on e-bike sharing and e-scooter sharing. We collected data on individual mobility patterns in Italian cities and administered hypothetical choice tasks to examine revealed and stated preferences. Our findings highlight the most influential factors guiding users’ decisions and identify the preferred sharing option between e-bikes and e-scooters. The implications of our results could provide valuable insights for local regulators and shared mobility operators in designing effective and sustainable future transportation policies. © 2024 by the authors."
"Cost model of the water pipeline systems used in irrigation to transform into smart sustainable cities","2025","10.1016/j.sftr.2025.100489","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217964428&doi=10.1016%2fj.sftr.2025.100489&partnerID=40&md5=182f7028cdd8ac4aa0d1807a2ee56bf7","This study presents a comprehensive cost model for the installation of pressurized pipeline systems, addressing the limitations of traditional surface irrigation methods. Utilizing a bottom-up approach, the model incorporates critical components such as materials, labor, and equipment, resulting in a calculated unit price of $236.50 per square meter for golf course irrigation systems. Beyond financial insights, this research establishes the pivotal role of efficient irrigation systems in advancing smart city initiatives. By integrating water-saving technologies and digital monitoring systems, the proposed model aligns with the principles of resource efficiency and environmental conservation. It supports the development of resilient urban green spaces while addressing global challenges such as water scarcity and climate change. This work bridges the gap between innovative cost estimation and sustainable urban planning, providing actionable tools for policymakers and stakeholders to achieve the vision of smart, sustainable cities. © 2025 The Author(s)"
"Safe and Sustainable City: Exploring the Impact of Urban Factors on Crime Occurrence","2025","10.3390/su17051866","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000526529&doi=10.3390%2fsu17051866&partnerID=40&md5=209546b94765e77d889449d6b43c1ea1","Safety, a critical component of sustainable development, necessitates an integrated approach in which urban planning assumes a central role. This study investigates the relationship between urban form and crime incidents in public spaces within the center of the city. This study was conducted in the city of Łódź, located in central Poland. Through geolocated data, this research explores crime incidents that, while not the most severe, disrupt public order and impact the overall quality of life. This study fills a gap in the existing literature by analyzing spatial variables such as urban vibrancy and the presence of alcohol outlets, alongside other urban elements. The analysis incorporates a variety of urban form variables, including land development indices, the functional layout of the urban neighborhood, pedestrian infrastructure, public space amenities, and facilities. Urban vibrancy, represented by the density of human activity, is also assessed in relation to crime incidents. The results indicate significant correlations between certain urban features and the occurrence of crime incidents, particularly the presence of public amenities and small businesses. While these findings suggest that urban design can influence crime rates, further panel and time-series regression analysis is needed to confirm these dynamics. Aligned with the 11th Sustainable Development Goal, this study provides insights that could inform urban planning strategies, offering recommendations to enhance both the functionality and safety of city centers. By understanding how urban design elements contribute to public safety, policymakers can develop more effective and targeted spatial planning strategies that promote not only aesthetics and functionality but also the well-being and security of residents. © 2025 by the authors."
"Ecological Aspects in Urban Streetscape Design Based on Users' Preferences Towards Green City","2024","10.13189/cea.2024.120615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206559627&doi=10.13189%2fcea.2024.120615&partnerID=40&md5=dd91a1388a89097f9206e7396c5568e4","Urban streetscape is a part of city space that reflects the quality of streetscape design and visual effects. Sustainable streetscape design considers several aspects, namely environment, architectural, economic and social. One aspect of streetscape design is the ecological aspect. This research aims to analyse user’s preferences for implementing ecological aspects in streetscapes’ design, thereby increasing ecosystem balance and minimizing negative impacts on the environment. This research uses quantitative methods. The research was carried out in the center of Medan City. Several variables used in the ecological aspect are the availability of open space, facade, vegetation, street furniture, and drainage. Data collection was carried out by distributing questionnaires to people in Medan City, and the analysis used is descriptive. The research results show that green open spaces should be easily accessible and connected to sidewalks. The building facade provides an attractive visual impression. Vegetation on pedestrian paths can provide a sense of comfort for pedestrians. The provision of street furniture on the sidewalk should be in an attractive form and provide a feeling of comfort for users. Drainage is needed to handle rainwater runoff so that flooding can be prevented. The streetscape design concept was prepared with the application of ecological aspects that could support a green city. Providing a comfortable and attractive streetscape can increase walkability in a city. Copyright©2024 by authors, all rights reserved."
"Computing and Simulating Fractal Dimensions to Advance Sustainable Cities: The Road Networks of Buraydah, Saudi Arabia","2025","10.29020/nybg.ejpam.v18i1.5598","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219746849&doi=10.29020%2fnybg.ejpam.v18i1.5598&partnerID=40&md5=0ef54112d6c26544bf84f59de2014d41","Urban road networks possess fractal characteristics due to ordered division and structural layout of the road networks which contain inherent self-similarity and scale invariance. We investigate urban planning of road networks in the Buraydah City, Al Qassim, Saudi Arabia using techniques from fractal geometry via fractal dimension (a non-integer number which measures geometric complexity of an object) calculations. The main objective is to study the fractal structure of the road network of the Buraydah city. To accomplish this goal we provide simulation results and compare various kinds of fractal dimensions including box dimension (Dbox), capacity dimension (Dcap), information dimension (Dinf), correlation dimension (Dcor), and probability dimension (Dprob) for the entire road network of the Buraydah city. The study reveals that better planning and optimization of road networks for urban sustainability can be obtained using these fractal indicators. The computational experiments are done using QGIS software and open source fractal dimension programs to understand fractal spatial patterns in the road network. © 2025 The Author(s)."
"The Impact of Human Capital, Natural Resources, and Renewable Energy on Achieving Sustainable Cities and Communities in European Union Countries","2025","10.3390/su17052237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000510456&doi=10.3390%2fsu17052237&partnerID=40&md5=aca3c370889a3bf041e4eb804176db46","This study investigates the influence of human capital and natural resource productivity on achieving sustainable cities and society (SDG-11) within the European Union (EU) while also considering the contribution of renewable energy (RE). This research analyzes data from the European Union between 2011 and 2020 by deploying the first-difference generalized method of moments (FM-GMM) model to distinguish between two different effects of the human capital variable—a low effect (negative influence) and a high effect (positive influence). The analysis has identified an optimal threshold value of 1.867 for the human capital index (HCI) score in the context of European Union countries. This threshold value represents a critical point at which the effect of human capital on achieving SDG-11, which aims to make cities and human settlements inclusive, safe, resilient, and sustainable, undergoes a significant shift. The impact of renewable energy consumption on SDG-11 exhibits a non-linear pattern. There is a negative relationship at lower levels of renewable energy adoption (below a certain threshold), with renewable energy negatively impacting SDG-11 progress at a 1% significance level. However, the relationship becomes significantly positive once renewable energy consumption surpasses this threshold. This non-linearity suggests that achieving mass renewable energy adoption is crucial to unlocking its full potential in promoting the sustainable urban development goals captured by SDG-11. The results also demonstrate a positive effect on natural resource productivity both before and after exceeding a specific threshold, although the magnitude of this effect varies. This robust evidence underscores the necessity for targeted policies in the European Union to enhance human capital, increase renewable energy adoption, and boost natural resource productivity, thereby securing sustainable funding mechanisms for SDG-11. © 2025 by the authors."
"Human awareness and behavior on the driving of sustainable city environment","2024","10.1016/j.scs.2024.105604","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196310687&doi=10.1016%2fj.scs.2024.105604&partnerID=40&md5=948b3db74e2581285700e4f66ad04add","As urbanization accelerates and population density & activities increase, the conflict between humans and urban environmental issues becomes prominent. The demand for urban environmental protection involving broad participation of human (e.g., citizens) is rising. Media play a key role in promoting environmental protection awareness and behaviors of citizens. However, there is still a disconnect between media information and citizens' awareness and behaviors, of which the synergistic associations have not been analyzed. This study synthetically explored the coupling relationship between media channels (including traditional & digital media) and environmental protection awareness & behaviors of citizens in Chinese cities through the questionnaire survey. Although the usage rate of traditional media was approximately 50% of that of digital media, traditional media had a significantly greater impact on bridging the gaps between environmental protection awareness and behaviors. Among citizens using the digital media, 60% exhibited weak awareness (e.g., concern level, risk awareness, anxious psychology and cognitive level) and behavior motivation (including recycling, low-carbon living, and public welfare) regarding environmental protection. Improvement measures were further proposed, including strengthening top-level government design, leveraging advanced digital technology, and providing more incentives to citizens. Our findings can contribute to human-driven urban environmental protection and the sustainable development of society. © 2024"
"Wind-powered hydrogen refueling station with energy recovery for green mobility in sustainable cities","2025","10.1016/j.ecmx.2025.100900","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216537276&doi=10.1016%2fj.ecmx.2025.100900&partnerID=40&md5=ed54aa03ea8eeaf4e53d09e490f73eb9","This study presents the conceptual design and evaluation of an HRS for light-duty FCEVs. The proposed system integrates wind turbines, a water electrolyzer, three-stage hydrogen compressor, heat recovery and storage, a two-stage Organic Rankine Cycle (TS-ORC), hydrogen storage tanks, a Vapor Compression Refrigeration Cycle (VCRC), and a hydrogen dispenser. Waste heat from the hydrogen compression process is harnessed to power the TS-ORC, where the first stage drives the VCRC and the second stage generates additional electricity. A comprehensive assessment of the system confirmed the system's compliance with the principles of thermodynamics. The results indicate an overall system efficiency of 25.4 %, and the wind turbines alone achieve 46.21 % efficiency. The overall exergy destruction rate of the system is computed to be 2,120 kW and the main exergy destruction occurs in wind turbines and water electrolyzer. The first and second stages of the ORC exhibit efficiencies of 14.45 % and 6.05 %, respectively, while the VCRC yields a Coefficient of Performance (COP) of 1.24. The specific energy consumption for electrolytic hydrogen production, compression, and pre-cooling are calculated as 58.83, 1.99, and 0.29 kWh/kg, respectively. The hydrogen dispenser fills an onboard hydrogen storage tank with a 4 kg capacity at 700 bar in 5.5 min. © 2025 The Authors"
"Neoliberalism's Imagined Futures: Sustainability as Colonialism in Eco-City Design","2025","10.1111/anti.13126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211194380&doi=10.1111%2fanti.13126&partnerID=40&md5=cddce7358205346e19b96f3d20dfa606","This article examines the architectural tropes used in designs which are concurrently branded as sustainable and futuristic, offering a critique of techno-solutionist architectures that have been promoted by the European Union, World Expos, and forward-looking design pedagogy. Through an analysis of the designs of Belgian architect Vincent Callebaut, I observe that such “eco-futurist” images symbolically communicate an association with sustainability through the visible use of “green” technologies and the adoption of highly contextual encounters with greenery, rhetorically prefaced on the ability of techno-science to mediate human–nature relationships, and visually bound within the design tropes of luxury tourist destinations. By intertwining the aspirational futures of sustainable design with the aesthetic sensibilities of the wealthy, I argue that eco-futurism primarily aligns itself with the interests of neoliberal property development and the spatial and social logics of colonialism. © 2024 The Author(s). Antipode published by John Wiley & Sons Ltd on behalf of Antipode Foundation Ltd."
"Cultural mapping in smart sustainable cities: the Kashiwanoha Monogatari Project","2025","10.1080/09548963.2023.2285781","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177655507&doi=10.1080%2f09548963.2023.2285781&partnerID=40&md5=baa200f63fd7c9da415adbaa949a376d","In response to criticism, greenfield smart and sustainable city developers have paid increasing attention to their social impact by prioritizing placemaking and citizen involvement in their planning and development. However, citizens’ participation remains limited, and little is known about their everyday experiences, perceptions, and communities. While cultural mapping is an established process to build communities and articulate their identity, it has rarely been used in greenfield developments. This paper presents the Kashiwanoha Monogatari Project to demonstrate that cultural mapping can strengthen community ties and encourage citizen participation in new smart urban development. The paper details the cultural mapping project and its outputs, including lessons learned about citizen perception of their smart city. The findings suggest that cultural mapping provides citizens and planners with tools to visualize their emerging place-based narratives and communities by providing an alternative approach to co-creation with citizens. © 2023 Informa UK Limited, trading as Taylor & Francis Group."
"Blockchain for sustainable city transformation: A review on Bangladesh","2024","10.1002/eng2.12948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195499640&doi=10.1002%2feng2.12948&partnerID=40&md5=4d63b8a3d5bd70279bf440fda7ae6470","Blockchain (BCn) revolution across the world leads the global transformation by altering the existing structure and introducing the accessible and decentralized paradigm. This technology facilitates access to resources and redefines conventional frameworks, empowering people and communities globally. Motivated by these attention-seeking potentiality of BCn features, in this article, we examine the challenges, advancements, and emerging prospects of the BCn revolution in Bangladesh. With a specific focus on BCn implications for sustainability and smart development, this study addresses the urgent need to understand how BCn can facilitate sustainable development in rapidly evolving countries like Bangladesh. The goal of this research is to draw attention to the successful revolution of BCn in the world and use this knowledge to extract best practices and cutting-edge strategies for sustainable transformation of Bangladesh. The contribution of this study covers the underlying concepts of the BCn technology, showing the revolutionary state of BCn across the world, applications of BCn for sustainability, assessment of its current usage, and highlighting the BCn implementation problems. Furthermore, this study serves as a gateway to a transparent, decentralized future that fosters inclusive national progress and aligns with sustainable development goals. This study also strives to inspire individuals to use this transformational technology for the collective benefit of society by highlighting BCn's potential to empower communities while driving positive change. © 2024 The Author(s). Engineering Reports published by John Wiley & Sons Ltd."
"‘Daseinsvorsorge’ as a care-based principle of transformation: Perspective toward a caring development of sustainable cities; [Daseinsvorsorge als fürsorgebasiertes Prinzip der Transformation: Perspektive für eine fürsorgliche Entwicklung nachhaltiger Städte]","2025","10.14512/tatup.7168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001580325&doi=10.14512%2ftatup.7168&partnerID=40&md5=a16d9fadc48f7a7ca2b6fe08c5070200","Cities around the world are using smart city approaches to transform urban infrastructures toward sustainability. Critical academic studies of smart city projects often fail to integrate the aspect of care. Based on empirical evidence, I argue that öffentliche Daseinsvorsorge (public services provided to fulfil basic human needs) as a guiding principle of urban development can serve as a starting point for responsible research and innovation that considers questions of care. To do so, I first develop the concept of Daseinsvorsorge, which will serve as a critical lens to evaluate transformation projects from a perspective of care. Then I situate the concept in broader academic debates on responsible research and innovation (RRI) and technology assessment (TA). Furthermore, I propose Daseinsvorsorge as a concrete normative framework that reflects the role of municipal administrations and their responsibilities toward the citizens. © 2025, Oekom - Gesellschaft fuer Oekologische Kommunikation mbH. All rights reserved."
"Dynamics of energy transition and climate actions on sustainable cities: A cross country comparison of East Asia and Pacific","2024","10.1111/rode.13102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190450538&doi=10.1111%2frode.13102&partnerID=40&md5=8a9f47b71519b8a803377cc9afb1fd98","Massive energy consumption and poor regulatory framework in urban areas have created environmental slums and are a serious threat to sustainability. East Asian and Pacific economies are vulnerable to climate crises and striving for sustainability by transition to green energy and taking climate initiatives. In the past, no study has explored the effectiveness of energy transitions and climate actions in the context of East Asia and Pacific. To understand the effectiveness of these efforts, this study has been planned and executed to examine the impact of energy transition and climate actions, along with emissions from residential and commercial buildings, per capita income, and effective governance, on sustainable cities and communities in East Asia and the Pacific region. The study utilizes panel data of six high-income countries and 11 lower-middle and upper-middle income countries from 2000 to 2022 for comparative empirical analysis. Empirical analysis is performed using truncated regression due to the nature of the data. The study found that energy transition, climate actions, and governance effectiveness increase the sustainability of cities and communities. However, emissions from residential buildings and per capita income adversely affect the sustainability of cities and communities. Furthermore, the dynamics of energy transition and climate change vary according to the income classifications of East Asian and Pacific countries. Energy transition and emissions showed a higher impact in HICs, while climate actions were more resilient in lower-middle and upper-middle income countries. These findings emphasize the transition to clean and green energy, prompt climate policy actions, and effective governance to ensure sustainability in East Asian and Pacific cities and communities. © 2024 John Wiley & Sons Ltd."
